date,pricePerSquareMeter,price,size,floor,numberOfRooms,location,address,type 
19 jun 2014,68 627 kr/m²,10 500 000 kr,153 m²,3 tr,5 rum,Vasastan,Upplandsgatan 73,Lägenhet
19 jun 2014,80 000 kr/m²,7 280 000 kr,91 m²,3 tr,3½ rum,Vasastan,Rörstrandsgatan 25,Lägenhet
19 jun 2014,57 705 kr/m²,3 520 000 kr,61 m²,1 tr,2 rum,Vasastan,Vulcanusgatan 1,Lägenhet
19 jun 2014,86 643 kr/m²,4 800 000 kr,55 m²,3 tr,2 rum,Vasastan,Observatoriegatan 19,Lägenhet
19 jun 2014,73 125 kr/m²,5 850 000 kr,80 m²,3 tr,3 rum,Tule,Markvardsgatan 10,Lägenhet
19 jun 2014,51 316 kr/m²,3 900 000 kr,76 m²,2 tr,2½ rum,Vasastan,Hagagatan 22,Lägenhet
19 jun 2014,77 179 kr/m²,3 010 000 kr,39 m²,1 tr,2 rum,Hagamalm,Dalagatan 86A,Lägenhet
19 jun 2014,91 379 kr/m²,2 650 000 kr,29 m²,1½ tr,1 rum,Vasastan,Karlbergsvägen 80A,Lägenhet
19 jun 2014,74 551 kr/m²,12 450 000 kr,167 m²,1 tr,6 rum,Vasastan,Norrtullsgatan 22,Lägenhet
19 jun 2014,62 105 kr/m²,11 800 000 kr,190 m²,2 tr,5 rum,Vasastan,Odengatan 43,Lägenhet
19 jun 2014,76 126 kr/m²,4 225 000 kr,56 m²,1 tr,2 rum,Birkastan,Vikingagatan 22,Lägenhet
18 jun 2014,82 000 kr/m²,2 050 000 kr,25 m²,1 tr,1 rum,Hagamalm,Västmannagatan 95,Lägenhet
18 jun 2014,77 647 kr/m²,6 600 000 kr,85 m²,1 tr,3 rum,Birkastan Vasastan,Tomtebogatan 13,Lägenhet
18 jun 2014,63 433 kr/m²,4 250 000 kr,67 m²,2 tr,3 rum,Vasastan,Norrbackagatan 33,Lägenhet
18 jun 2014,82 813 kr/m²,2 650 000 kr,32 m²,2 tr,1 rum,Vasastan,Hälsingegatan 8,Lägenhet
18 jun 2014,79 545 kr/m²,6 125 000 kr,77 m²,5 tr,3 rum,Vasastan,Vulcanusgatan 3,Lägenhet
18 jun 2014,73 958 kr/m²,7 100 000 kr,96 m²,2 tr,3 rum,Vasastan,Västmannagatan 89,Lägenhet
18 jun 2014,82 576 kr/m²,2 725 000 kr,33 m²,5 tr,1½ rum,Vasastan,Rörstrandsgatan 15,Lägenhet
18 jun 2014,67 692 kr/m²,2 640 000 kr,39 m²,1 tr,1 rum,Vasastan,Falugatan 21,Lägenhet
18 jun 2014,81 622 kr/m²,3 020 000 kr,37 m²,1 tr,1 rum,Birkastan Vasastan,Sankt Eriksgatan 71,Lägenhet
18 jun 2014,83 611 kr/m²,3 010 000 kr,36 m²,2½ tr,2 rum,Kungsholmen,Industrigatan 5,Lägenhet
18 jun 2014,81 742 kr/m²,7 275 000 kr,89 m²,4 tr,3 rum,Vasastan,Surbrunnsgatan 31A,Lägenhet
17 jun 2014,76 277 kr/m²,3 585 000 kr,47 m²,2 tr,2 rum,Vasastan,Rörstrandsgatan 18,Lägenhet
17 jun 2014,85 200 kr/m²,4 260 000 kr,50 m²,2 tr,2 rum,Vasastan,Döbelnsgatan 63,Lägenhet
17 jun 2014,79 762 kr/m²,3 350 000 kr,42 m²,1 tr,2 rum,Vasastan,Roslagsgatan 36,Lägenhet
17 jun 2014,83 718 kr/m²,3 265 000 kr,39 m²,3 tr,1 rum,Vasastan,Sigtunagatan 3A,Lägenhet
17 jun 2014,78 065 kr/m²,2 420 000 kr,31 m²,2 tr,1 rum,Gatuhus,Dalagatan 72,Lägenhet
17 jun 2014,77 143 kr/m²,2 700 000 kr,35 m²,2 tr,2 rum,Vasastan,Rödabergsgatan 9,Lägenhet
16 jun 2014,82 239 kr/m²,5 510 000 kr,67 m²,1 tr,2 rum,Tule,Tulegatan 23,Lägenhet
16 jun 2014,79 762 kr/m²,5 025 000 kr,63 m²,1½ tr,2 rum,Sabbatsberg/Atlas,Västmannagatan 51,Lägenhet
16 jun 2014,87 356 kr/m²,7 600 000 kr,87 m²,4 tr,4 rum,Vasastan,Idungatan 8,Lägenhet
16 jun 2014,60 643 kr/m²,4 245 000 kr,70 m²,1 tr,2 rum,Hagamalm,Surbrunnsgatan 54,Lägenhet
15 jun 2014,67 188 kr/m²,4 300 000 kr,64 m²,1 tr,2 rum,Sabbatsberg/Atlas,Sankt Eriksgatan 84,Lägenhet
14 jun 2014,71 622 kr/m²,2 650 000 kr,37 m²,4 tr,1 rum,Vasastan,Dalagatan 86H,Lägenhet
13 jun 2014,71 802 kr/m²,2 750 000 kr,38 m²,3 tr,1 rum,Vasastan,Markvardsgatan 9,Lägenhet
13 jun 2014,82 697 kr/m²,7 360 000 kr,89 m²,2 tr,3 rum,Vasastan,Döbelnsgatan 35,Lägenhet
13 jun 2014,69 444 kr/m²,2 500 000 kr,36 m²,5 tr,1½ rum,Östermalm,Valhallavägen 10,Lägenhet
13 jun 2014,66 981 kr/m²,7 100 000 kr,106 m²,2 tr,4 rum,Vasastan,Luntmakargatan 91,Lägenhet
13 jun 2014,72 759 kr/m²,4 220 000 kr,58 m²,2 tr,2 rum,Vasastan,Upplandsgatan 77,Lägenhet
13 jun 2014,92 857 kr/m²,2 600 000 kr,28 m²,2 tr,1 rum,Vasastan,Dalagatan 39,Lägenhet
13 jun 2014,56 250 kr/m²,4 050 000 kr,72 m²,4 tr,2½ rum,Vasastan,Sveavägen 140,Lägenhet
13 jun 2014,68 421 kr/m²,2 600 000 kr,38 m²,1½ tr,1 rum,Vasastan,Norrbackagatan 27,Lägenhet
13 jun 2014,74 627 kr/m²,5 000 000 kr,67 m²,3 tr,2 rum,Vasastan,Drottninggatan 112C,Lägenhet
12 jun 2014,64 844 kr/m²,8 300 000 kr,128 m²,2 tr,4½ rum,Vasastan,Karlbergsvägen 48,Lägenhet
12 jun 2014,64 836 kr/m²,3 955 000 kr,61 m²,2 tr,2 rum,Vasastan,Torbjörn Klockares gata 14,Lägenhet
12 jun 2014,73 600 kr/m²,9 200 000 kr,125 m²,5 tr,5 rum,Östermalm,Birger Jarlsgatan 98,Lägenhet
12 jun 2014,68 205 kr/m²,2 660 000 kr,39 m²,1 tr,1½ rum,Sibirien,Roslagsgatan 23A,Lägenhet
12 jun 2014,70 000 kr/m²,3 150 000 kr,45 m²,1½ tr,2 rum,Vasastan,Roslagsgatan 47,Lägenhet
12 jun 2014,72 576 kr/m²,2 395 000 kr,33 m²,1½ tr,2 rum,Vasastan,Norrtullsgatan 38,Lägenhet
12 jun 2014,63 413 kr/m²,3 995 000 kr,63 m²,4 tr,2½ rum,Vasastan,Atlasgatan 7,Lägenhet
12 jun 2014,72 330 kr/m²,7 450 000 kr,103 m²,1 tr,4 rum,Vasastan,Tomtebogatan 48,Lägenhet
12 jun 2014,89 552 kr/m²,6 000 000 kr,67 m²,1 tr,3 rum,Vasastan,Sigtunagatan 8A,Lägenhet
12 jun 2014,74 321 kr/m²,3 010 000 kr,41 m²,1½ tr,1 rum,Vasastan,Hälsingegatan 31,Lägenhet
12 jun 2014,69 195 kr/m²,3 010 000 kr,44 m²,5 tr,2 rum,Vasastan,Vanadisplan 1,Lägenhet
12 jun 2014,69 231 kr/m²,5 400 000 kr,78 m²,4 tr,3 rum,Sibirien,Surbrunnsgatan 31B,Lägenhet
12 jun 2014,75 676 kr/m²,5 600 000 kr,74 m²,5 tr,3 rum,Vasastan,Tomtebogatan 35,Lägenhet
12 jun 2014,75 000 kr/m²,9 600 000 kr,128 m²,3 tr,5 rum,Vasastan,Karlbergsvägen 35B,Lägenhet
12 jun 2014,58 065 kr/m²,4 500 000 kr,78 m²,5 tr,3 rum,Tule,Upplandsgatan 28,Lägenhet
12 jun 2014,74 074 kr/m²,4 000 000 kr,54 m²,2 tr,3 rum,Vasastan,Hagagatan 50,Lägenhet
12 jun 2014,100 000 kr/m²,3 100 000 kr,31 m²,5 tr,1 rum,Vasastan,Tre Liljor 1,Lägenhet
12 jun 2014,69 907 kr/m²,3 775 000 kr,54 m²,3 tr,2 rum,Birkastan Vasastan,Robert Almströmsgatan 9B,Lägenhet
12 jun 2014,76 613 kr/m²,4 750 000 kr,62 m²,2 tr,2 rum,Vasastan,Birkagatan 14,Lägenhet
12 jun 2014,14 082 kr/m²,1 028 000 kr,73 m²,3 tr,2 rum,Hagamalm,Frejgatan 57,Lägenhet
11 jun 2014,72 308 kr/m²,2 820 000 kr,39 m²,2 tr,2 rum,Vasastan,Sveavägen 126,Lägenhet
11 jun 2014,67 172 kr/m²,6 650 000 kr,99 m²,4 tr,3½ rum,Vasastan,Vikingagatan 39,Lägenhet
9 jun 2014,74 257 kr/m²,7 500 000 kr,101 m²,3 tr,4 rum,Vasastan,Eastmansvägen 17,Lägenhet
6 jun 2014,71 212 kr/m²,4 700 000 kr,66 m²,1 tr,2 rum,Vasastan,Sigtunagatan 14A,Lägenhet
6 jun 2014,66 197 kr/m²,4 700 000 kr,71 m²,3 tr,2 rum,Vasastan,Frejgatan 42,Lägenhet
6 jun 2014,73 585 kr/m²,7 800 000 kr,106 m²,2 tr,4 rum,Vasastan,Upplandsgatan 22,Lägenhet
5 jun 2014,74 405 kr/m²,3 125 000 kr,42 m²,1 tr,1 rum,Birkastan,Karlbergsvägen 47B,Lägenhet
5 jun 2014,96 000 kr/m²,1 920 000 kr,20 m²,5 tr,1 rum,Vasastan,Rådmansgatan 46,Lägenhet
5 jun 2014,78 571 kr/m²,3 300 000 kr,42 m²,3 tr,2 rum,Hagamalm,Hälsingegatan 33,Lägenhet
5 jun 2014,63 592 kr/m²,6 550 000 kr,103 m²,4 tr,3 rum,Hagamalm,Frejgatan 49,Lägenhet
5 jun 2014,78 846 kr/m²,6 150 000 kr,78 m²,2 tr,3 rum,Hagamalm,Västeråsgatan 3B,Lägenhet
5 jun 2014,80 556 kr/m²,7 250 000 kr,90 m²,2 tr,3 rum,Hagamalm,Västmannagatan 67,Lägenhet
5 jun 2014,83 636 kr/m²,2 760 000 kr,33 m²,3 tr,1 rum,Vasastan,Drejargatan 1,Lägenhet
5 jun 2014,58 451 kr/m²,4 150 000 kr,71 m²,2 tr,2½ rum,Vasastan,Hagagatan 30,Lägenhet
4 jun 2014,83 056 kr/m²,2 990 000 kr,36 m²,1 tr,1½ rum,Vasastan,Sankt Eriksgatan 109,Lägenhet
4 jun 2014,72 105 kr/m²,5 480 000 kr,76 m²,4 tr,2½ rum,Vasastan,Torsgatan 58,Lägenhet
4 jun 2014,80 909 kr/m²,2 670 000 kr,33 m²,2 tr,1½ rum,Sabbatsberg/Atlas,Sankt Eriksplan 15,Lägenhet
4 jun 2014,81 031 kr/m²,7 860 000 kr,97 m²,1 tr,3 rum,Vasastan,Västmannagatan 33,Lägenhet
4 jun 2014,105 000 kr/m²,2 625 000 kr,25 m²,1 tr,1 rum,Vasastan,Västmannagatan 33,Lägenhet
4 jun 2014,96 104 kr/m²,7 400 000 kr,77 m²,2 tr,3 rum,Sabbatsberg/Atlas,Kungstensgatan 58,Lägenhet
4 jun 2014,71 111 kr/m²,2 560 000 kr,36 m²,2 tr,1 rum,Vasastan,Norrtullsgatan 63,Lägenhet
4 jun 2014,85 714 kr/m²,2 400 000 kr,28 m²,4½ tr,1 rum,Vasastan,Gävlegatan 3,Lägenhet
4 jun 2014,68 359 kr/m²,4 375 000 kr,64 m²,3 tr,2 rum,Birkastan Vasastan,Birkagatan 10,Lägenhet
4 jun 2014,68 485 kr/m²,4 520 000 kr,66 m²,1 tr,2 rum,Vasastan,Upplandsgatan 54D,Lägenhet
3 jun 2014,80 102 kr/m²,7 850 000 kr,98 m²,2 tr,3 rum,Vasastan,Karlbergsvägen 54,Lägenhet
3 jun 2014,72 642 kr/m²,3 850 000 kr,53 m²,3 tr,2 rum,Vasastan,Hälsingegatan 10,Lägenhet
3 jun 2014,61 538 kr/m²,5 200 000 kr,85 m²,3 tr,3 rum,Vasastan,Birger Jarlsgatan 113C,Lägenhet
3 jun 2014,88 846 kr/m²,2 310 000 kr,26 m²,1 tr,1 rum,Vasastan,Torsgatan 58,Lägenhet
2 jun 2014,86 747 kr/m²,3 600 000 kr,42 m²,4 tr,2 rum,Vasastan,Sveavägen 89,Lägenhet
2 jun 2014,74 255 kr/m²,3 490 000 kr,47 m²,1 tr,2 rum,Vasastan,Gävlegatan 3,Lägenhet
2 jun 2014,76 471 kr/m²,6 500 000 kr,85 m²,2 tr,3 rum,Vasastan,Upplandsgatan 41,Lägenhet
2 jun 2014,65 600 kr/m²,4 920 000 kr,75 m²,1 tr,3 rum,Vasastan,Sankt Eriksgatan 75,Lägenhet
2 jun 2014,81 183 kr/m²,7 550 000 kr,93 m²,3 tr,3 rum,Vasastan,Frejgatan 20,Lägenhet
2 jun 2014,70 833 kr/m²,3 400 000 kr,48 m²,1 tr,2 rum,Birkastan,Robert Almströmsgatan 9B,Lägenhet
1 jun 2014,95 652 kr/m²,2 200 000 kr,23 m²,5 tr,1 rum,Vasastan,Sveavägen 129,Lägenhet
31 may 2014,68 939 kr/m²,4 550 000 kr,66 m²,1½ tr,2 rum,Tule,Kungstensgatan 29,Lägenhet
30 may 2014,73 529 kr/m²,6 250 000 kr,85 m²,1 tr,3 rum,Vasastan,Karlbergsvägen 27A,Lägenhet
30 may 2014,76 333 kr/m²,4 580 000 kr,60 m²,4 tr,2 rum,Vasastan,Roslagsgatan 36B,Lägenhet
30 may 2014,85 000 kr/m²,5 100 000 kr,60 m²,2 tr,2 rum,Vasastan,Tulegatan 25,Lägenhet
30 may 2014,85 769 kr/m²,2 230 000 kr,26 m²,2 tr,1½ rum,Vasastan,Bråvallagatan 8,Lägenhet
30 may 2014,87 500 kr/m²,7 000 000 kr,80 m²,5 tr,3 rum,Vasastan,Robert Almströmsgatan 4,Lägenhet
29 may 2014,78 750 kr/m²,3 150 000 kr,40 m²,5 tr,2 rum,Vasastan,Roslagsgatan 29,Lägenhet
29 may 2014,54 865 kr/m²,4 060 000 kr,74 m²,1 tr,2 rum,Hagamalm,Dalagatan 90,Lägenhet
29 may 2014,67 273 kr/m²,7 400 000 kr,110 m²,1½ tr,4 rum,Vasastan,Dalagatan 54,Lägenhet
29 may 2014,71 014 kr/m²,4 900 000 kr,69 m²,4 tr,2 rum,Vasastan,Völundsgatan 10,Lägenhet
29 may 2014,64 167 kr/m²,2 695 000 kr,42 m²,4 tr,1 rum,Vasastan,Völundsgatan 3,Lägenhet
29 may 2014,58 621 kr/m²,3 400 000 kr,58 m²,1 tr,2½ rum,Vasastan,Völundsgatan 1,Lägenhet
29 may 2014,86 538 kr/m²,2 250 000 kr,26 m²,2 tr,1 rum,Hagamalm,Västmannagatan 95,Lägenhet
28 may 2014,63 095 kr/m²,5 300 000 kr,84 m²,5 tr,3 rum,Vasastan,Sankt Eriksgatan 92,Lägenhet
28 may 2014,86 967 kr/m²,5 305 000 kr,61 m²,3 tr,2 rum,Vasastan,Tulegatan 23B,Lägenhet
28 may 2014,73 485 kr/m²,4 850 000 kr,66 m²,2 tr,3 rum,Vasastan,Roslagsgatan 13,Lägenhet
28 may 2014,67 174 kr/m²,10 815 000 kr,161 m²,3 tr,6 rum,Vasastan,Observatoriegatan 14,Lägenhet
28 may 2014,75 000 kr/m²,7 950 000 kr,106 m²,3 tr,4 rum,Birkastan,Rörstrandsgatan 12,Lägenhet
28 may 2014,80 841 kr/m²,8 650 000 kr,107 m²,4 tr,4 rum,Vasastan,Sigtunagatan 10,Lägenhet
28 may 2014,72 738 kr/m²,6 110 000 kr,84 m²,3 tr,3 rum,Vasastan,Torsgatan 27,Lägenhet
28 may 2014,65 748 kr/m²,8 350 000 kr,127 m²,2 tr,4 rum,Vasastan,Vanadisvägen 30,Lägenhet
28 may 2014,71 111 kr/m²,3 200 000 kr,45 m²,3 tr,2 rum,Vasastan,Idungatan 5,Lägenhet
28 may 2014,90 811 kr/m²,1 680 000 kr,19 m²,1 tr,1 rum,Vasastan,Birger Jarlsgatan 104L,Lägenhet
28 may 2014,80 455 kr/m²,2 655 000 kr,33 m²,4 tr,1 rum,Vasastan,Idungatan 6,Lägenhet
28 may 2014,71 033 kr/m²,3 850 000 kr,54 m²,4 tr,2 rum,Vasastan,Birger Jarlsgatan 93A,Lägenhet
28 may 2014,65 385 kr/m²,5 100 000 kr,78 m²,3 tr,3 rum,Vasastan,Karlbergsvägen 76,Lägenhet
28 may 2014,69 565 kr/m²,6 400 000 kr,92 m²,1 tr,4 rum,Vasastan,Roslagsgatan 40,Lägenhet
27 may 2014,75 714 kr/m²,2 650 000 kr,35 m²,1 tr,1½ rum,Vasastan,Idungatan 10,Lägenhet
27 may 2014,72 619 kr/m²,9 150 000 kr,126 m²,2 tr,4 rum,Birkastan,Karlbergsvägen 45,Lägenhet
27 may 2014,67 674 kr/m²,2 910 000 kr,43 m²,1½ tr,1 rum,Vasastan,Gävlegatan 5,Lägenhet
27 may 2014,68 807 kr/m²,7 500 000 kr,109 m²,2 tr,4 rum,Birkastan,Vikingagatan 20,Lägenhet
26 may 2014,64 516 kr/m²,4 000 000 kr,62 m²,3 tr,2 rum,Östermalm,Birger Jarlsgatan 120A,Lägenhet
26 may 2014,65 278 kr/m²,4 700 000 kr,72 m²,2 tr,2 rum,Vasastan,Norrbackagatan 16,Lägenhet
25 may 2014,76 842 kr/m²,7 300 000 kr,95 m²,1 tr,3 rum,Sabbatsberg/Atlas,Karlbergsvägen 29A,Lägenhet
24 may 2014,79 365 kr/m²,10 000 000 kr,126 m²,5 tr,4 rum,Vasastan,Rådmansgatan 55,Lägenhet
24 may 2014,54 179 kr/m²,7 260 000 kr,134 m²,3 tr,4 rum,Vasastan,Vanadisvägen 28,Lägenhet
23 may 2014,69 141 kr/m²,4 425 000 kr,64 m²,1 tr,3 rum,Birkastan,Bråvallagatan 12C,Lägenhet
23 may 2014,95 000 kr/m²,2 850 000 kr,30 m²,5 tr,1 rum,Vasastan,Drejargatan 5,Lägenhet
23 may 2014,79 455 kr/m²,4 370 000 kr,55 m²,2 tr,2 rum,Vasastan,Rehnsgatan 8,Lägenhet
23 may 2014,69 167 kr/m²,4 150 000 kr,60 m²,5 tr,2½ rum,Vasastan,Tomtebogatan 17,Lägenhet
23 may 2014,73 678 kr/m²,3 205 000 kr,44 m²,2 tr,2 rum,Vasastan,Döbelnsgatan 91,Lägenhet
23 may 2014,71 719 kr/m²,2 295 000 kr,32 m²,2 tr,1 rum,Sibirien,Roslagsgatan 59,Lägenhet
22 may 2014,79 074 kr/m²,4 270 000 kr,54 m²,2 tr,2 rum,Vasastan,Västmannagatan 25,Lägenhet
22 may 2014,60 714 kr/m²,3 400 000 kr,56 m²,2 tr,2 rum,Vasastan,Sveavägen 131,Lägenhet
22 may 2014,82 258 kr/m²,2 550 000 kr,31 m²,3 tr,1½ rum,Vasastan,Bråvallagatan 8,Lägenhet
22 may 2014,75 517 kr/m²,4 380 000 kr,58 m²,3 tr,2 rum,Vasastan,Dalagatan 72,Lägenhet
22 may 2014,89 706 kr/m²,3 050 000 kr,34 m²,3 tr,1 rum,Vasastan,Norrbackagatan 15,Lägenhet
22 may 2014,86 053 kr/m²,8 175 000 kr,95 m²,1 tr,4 rum,Vasastan,Kungstensgatan 58,Lägenhet
21 may 2014,80 645 kr/m²,2 500 000 kr,31 m²,1½ tr,1 rum,Vasastan,Karlbergsvägen 78,Lägenhet
21 may 2014,76 441 kr/m²,4 510 000 kr,59 m²,2 tr,2 rum,Vasastan,Hälsingegatan 8A,Lägenhet
21 may 2014,84 211 kr/m²,6 400 000 kr,76 m²,1 tr,3 rum,Vasastan,Kungstensgatan 58,Lägenhet
21 may 2014,68 284 kr/m²,4 575 000 kr,67 m²,3 tr,2 rum,Sabbatsberg/Atlas,Sigtunagatan 16,Lägenhet
21 may 2014,83 333 kr/m²,2 500 000 kr,30 m²,2 tr,2 rum,Sabbatsberg/Atlas,Torsgatan 31,Lägenhet
21 may 2014,104 348 kr/m²,2 400 000 kr,23 m²,1 tr,1 rum,Sabbatsberg/Atlas,Västmannagatan 33,Lägenhet
21 may 2014,86 747 kr/m²,7 200 000 kr,83 m²,2 tr,3 rum,Sabbatsberg/Atlas,Västmannagatan 33,Lägenhet
21 may 2014,81 875 kr/m²,2 620 000 kr,32 m²,4 tr,1 rum,Östermalm,Birger Jarlsgatan 104C,Lägenhet
21 may 2014,80 460 kr/m²,3 500 000 kr,44 m²,4 tr,2 rum,Vasastan,Norrtullsgatan 13,Lägenhet
21 may 2014,70 614 kr/m²,4 025 000 kr,57 m²,2 tr,2 rum,Birkastan Vasastan,Robert Almströmsgatan 9A,Lägenhet
21 may 2014,111 111 kr/m²,2 000 000 kr,18 m²,3 tr,1 rum,Vasastan,Frejgatan 54A,Lägenhet
21 may 2014,73 980 kr/m²,7 250 000 kr,98 m²,5 tr,3 rum,Vasastan,Rörstrandsgatan 42,Lägenhet
21 may 2014,66 250 kr/m²,2 650 000 kr,40 m²,1 tr,2 rum,Vasastan,Frejgatan 3,Lägenhet
21 may 2014,64 917 kr/m²,3 895 000 kr,60 m²,1 tr,2 rum,Vasastan Birkastan,Rörstrandsgatan 35,Lägenhet
20 may 2014,96 984 kr/m²,6 110 000 kr,63 m²,7 tr,3 rum,Vasastan,Norrtullsgatan 25B,Lägenhet
20 may 2014,77 179 kr/m²,3 010 000 kr,39 m²,5 tr,2 rum,Vasastan,Idungatan 5,Lägenhet
20 may 2014,75 094 kr/m²,3 980 000 kr,53 m²,1½ tr,2 rum,Vasastan,Västmannagatan 87A,Lägenhet
20 may 2014,64 286 kr/m²,3 600 000 kr,56 m²,1 tr,2 rum,Hagamalm,Dannemoragatan 14,Lägenhet
20 may 2014,66 901 kr/m²,4 750 000 kr,71 m²,2 tr,2½ rum,Vasastan,Norrbackagatan 26,Lägenhet
19 may 2014,85 000 kr/m²,3 400 000 kr,40 m²,5 tr,1 rum,Vasastan,Luntmakargatan 90,Lägenhet
19 may 2014,77 660 kr/m²,7 300 000 kr,94 m²,1 tr,3 rum,Vasastan,Döbelnsgatan 85,Lägenhet
19 may 2014,72 222 kr/m²,3 900 000 kr,54 m²,2 tr,2 rum,Vasastan,Gästrikegatan 3,Lägenhet
19 may 2014,65 000 kr/m²,6 630 000 kr,102 m²,1 tr,4 rum,Vasastan,Idungatan 7,Lägenhet
18 may 2014,75 258 kr/m²,7 300 000 kr,97 m²,1 tr,4 rum,Vasastan,Vidargatan 7,Lägenhet
18 may 2014,72 566 kr/m²,8 200 000 kr,113 m²,4 tr,4 rum,Tule,Tulegatan 21,Lägenhet
18 may 2014,66 869 kr/m²,4 400 000 kr,66 m²,1 tr,2 rum,Vasastan,Västmannagatan 37,Lägenhet
16 may 2014,88 462 kr/m²,2 300 000 kr,26 m²,1 tr,1 rum,Vasastan,Vulcanusgatan 9,Lägenhet
16 may 2014,67 303 kr/m²,2 995 000 kr,45 m²,2 tr,2 rum,Vasastan,Rödabergsgatan 9,Lägenhet
16 may 2014,82 524 kr/m²,8 500 000 kr,103 m²,4 tr,5 rum,Vasastan,Heimdalsgatan 3,Lägenhet
15 may 2014,64 045 kr/m²,5 700 000 kr,89 m²,3 tr,3 rum,Vasastan,Bråvallagatan 6,Lägenhet
15 may 2014,70 833 kr/m²,4 250 000 kr,60 m²,2 tr,2 rum,Vasastan,Tulegatan 47,Lägenhet
15 may 2014,81 818 kr/m²,6 300 000 kr,77 m²,3 tr,3 rum,Vasastan,Tegnérgatan 47A,Lägenhet
15 may 2014,74 848 kr/m²,2 470 000 kr,33 m²,6 tr,1 rum,Birkastan Vasastan,Rörstrandsgatan 56B,Lägenhet
15 may 2014,68 548 kr/m²,4 250 000 kr,62 m²,3 tr,3 rum,Röda Bergen,Torbjörn Klockares gata 3,Lägenhet
15 may 2014,71 098 kr/m²,2 915 000 kr,41 m²,4 tr,1 rum,Vasastan,Hälsingehöjden 11,Lägenhet
15 may 2014,74 757 kr/m²,7 700 000 kr,103 m²,4 tr,5 rum,Sabbatsberg/Atlas,Eastmansvägen 11,Lägenhet
14 may 2014,85 294 kr/m²,10 150 000 kr,119 m²,3 tr,3 rum,Östermalm,Tegnérlunden 12,Lägenhet
14 may 2014,77 632 kr/m²,2 950 000 kr,38 m²,5 tr,2 rum,Sibirien,Roslagsgatan 47,Lägenhet
14 may 2014,60 156 kr/m²,3 850 000 kr,64 m²,4 tr,2 rum,Sabbatsberg/Atlas,Upplandsgatan 49,Lägenhet
14 may 2014,51 000 kr/m²,4 080 000 kr,80 m²,1 tr,3 rum,Vasastan,Norra Stationsgatan 95A,Lägenhet
14 may 2014,80 738 kr/m²,4 925 000 kr,61 m²,2 tr,3 rum,Vasastan,Karlbergsvägen 25B,Lägenhet
14 may 2014,64 384 kr/m²,2 350 000 kr,37 m²,3 tr,1 rum,Vasastan,Roslagsgatan 47,Lägenhet
14 may 2014,69 333 kr/m²,5 200 000 kr,75 m²,1 tr,2 rum,Vasastan,Rörstrandsgatan 12,Lägenhet
14 may 2014,84 091 kr/m²,3 700 000 kr,44 m²,4 tr,2 rum,Vasastan,Norrtullsgatan 13,Lägenhet
14 may 2014,58 057 kr/m²,4 720 000 kr,81 m²,5 tr,3 rum,Östermalm,Ingemarsgatan 1B,Lägenhet
13 may 2014,76 136 kr/m²,3 350 000 kr,44 m²,5 tr,2 rum,Vasastan,Vanadisvägen 22B,Lägenhet
13 may 2014,72 955 kr/m²,3 210 000 kr,44 m²,3 tr,2 rum,Vasastan,Gävlegatan 13,Lägenhet
13 may 2014,65 823 kr/m²,5 200 000 kr,79 m²,2 tr,3 rum,Vasastan,Rödabergsbrinken 16,Lägenhet
13 may 2014,86 412 kr/m²,3 275 000 kr,38 m²,1 tr,2 rum,Birkastan,Tomtebogatan 26,Lägenhet
13 may 2014,77 083 kr/m²,3 700 000 kr,48 m²,2 tr,2 rum,Vasastan,Frejgatan 20,Lägenhet
13 may 2014,89 865 kr/m²,3 325 000 kr,37 m²,3 tr,2 rum,Östermalm,Odengatan 6,Lägenhet
13 may 2014,63 690 kr/m²,2 675 000 kr,42 m²,3 tr,1½ rum,Vasastan,Roslagsgatan 29,Lägenhet
12 may 2014,77 391 kr/m²,2 670 000 kr,35 m²,2 tr,1 rum,Sabbatsberg/Atlas,Torsgatan 42,Lägenhet
12 may 2014,84 615 kr/m²,2 200 000 kr,26 m²,4 tr,1 rum,Sabbatsberg/Atlas,Atlasgatan 16,Lägenhet
12 may 2014,88 950 kr/m²,8 050 000 kr,91 m²,5 tr,4 rum,Vasastan,Valentin Sabbats gata 5,Lägenhet
10 may 2014,56 140 kr/m²,4 800 000 kr,86 m²,4 tr,3 rum,Tule,Upplandsgatan 32,Lägenhet
10 may 2014,81 818 kr/m²,7 200 000 kr,88 m²,6 tr,2 rum,Birkastan,Karlbergsvägen 51,Lägenhet
9 may 2014,72 308 kr/m²,4 700 000 kr,65 m²,3 tr,2 rum,Vasastan,Observatoriegatan 16,Lägenhet
9 may 2014,74 091 kr/m²,8 150 000 kr,110 m²,4 tr,4 rum,Vasastan,Rörstrandsgatan 54,Lägenhet
9 may 2014,95 652 kr/m²,2 200 000 kr,23 m²,1 tr,1 rum,Sabbatsberg/Atlas,Odengatan 87,Lägenhet
8 may 2014,79 554 kr/m²,8 910 000 kr,112 m²,5 tr,3 rum,Östermalm,Valhallavägen 50,Lägenhet
8 may 2014,62 813 kr/m²,6 030 000 kr,96 m²,1 tr,3 rum,Vasastan,Döbelnsgatan 60,Lägenhet
8 may 2014,81 250 kr/m²,3 575 000 kr,44 m²,1 tr,2 rum,Birkastan,Bråvallagatan 5,Lägenhet
8 may 2014,65 625 kr/m²,10 500 000 kr,160 m²,5 tr,5 rum,Vasastan,Drejargatan 5,Lägenhet
