date,pricePerSquareMeter,price,size,floor,numberOfRooms,location,address,type
24 jan 2017,129 565 kr/m²,2 980 000 kr,23 m²,1 tr,1 rum,Vasastan,Atlasgatan 7,Lägenhet
24 jan 2017,138 889 kr/m²,2 500 000 kr,18 m²,3 tr,1 rum,Vasastan,Frejgatan 54,Lägenhet
24 jan 2017,106 250 kr/m²,3 825 000 kr,36 m²,3 tr,1 rum,Vasastan,Rådmansgatan 75,Lägenhet
24 jan 2017,106 429 kr/m²,3 725 000 kr,35 m²,4½ tr,1 rum,Vasastan,Tomtebogatan 21,Lägenhet
23 jan 2017,98 684 kr/m²,3 750 000 kr,38 m²,4 tr,1 rum,Vasastan,Vulcanusgatan 13,Lägenhet
22 jan 2017,85 106 kr/m²,12 000 000 kr,141 m²,1½ tr,4 rum,Vasastan,Birkagatan 28,Lägenhet
21 jan 2017,91 528 kr/m²,3 295 000 kr,36 m²,1 tr,1 rum,Vasastan,Dannemoragatan 18,Lägenhet
21 jan 2017,94 059 kr/m²,9 500 000 kr,101 m²,2 tr,3 rum,Vasastan,Hälsingegatan 19,Lägenhet
20 jan 2017,91 463 kr/m²,7 500 000 kr,82 m²,4 tr,3 rum,Vasastan,Heimdalsgatan 7,Lägenhet
20 jan 2017,93 302 kr/m²,9 890 000 kr,106 m²,3 tr,4 rum,Vasastan,Kungstensgatan 44,Lägenhet
20 jan 2017,85 800 kr/m²,10 725 000 kr,125 m²,3 tr,4 rum,Vasastan,Rörstrandsgatan 56B,Lägenhet
20 jan 2017,114 423 kr/m²,5 950 000 kr,52 m²,3 tr,2 rum,Vasastan,Gästrikegatan 5,Lägenhet
19 jan 2017,112 400 kr/m²,2 810 000 kr,25 m²,4 tr,1 rum,Vasastan,Rörstrandsgatan 33B,Lägenhet
19 jan 2017,128 235 kr/m²,10 900 000 kr,85 m²,5 tr,3 rum,Vasastan,Karlbergsvägen 10,Lägenhet
19 jan 2017,86 623 kr/m²,9 875 000 kr,114 m²,2 tr,4 rum,Vasastan,Karlbergsvägen 41,Lägenhet
19 jan 2017,94 407 kr/m²,5 570 000 kr,59 m²,2 tr,2 rum,Vasastan Såld,Tegnérgatan 36,Lägenhet
19 jan 2017,84 112 kr/m²,9 000 000 kr,107 m²,1½ tr,3½ rum,Vasastan,Vegagatan 13,Lägenhet
19 jan 2017,72 704 kr/m²,7 125 000 kr,98 m²,1 tr,3 rum,Vasastan,Torsgatan 74,Lägenhet
19 jan 2017,103 571 kr/m²,5 075 000 kr,49 m²,5 tr,2 rum,Vasastan,Döbelnsgatan 77,Lägenhet
19 jan 2017,102 273 kr/m²,3 375 000 kr,33 m²,4 tr,1 rum,Vasastan,Norrtullsgatan 26,Lägenhet
19 jan 2017,120 800 kr/m²,3 020 000 kr,25 m²,5 tr,1 rum,Vasastan,Bråvallagatan 8,Lägenhet
19 jan 2017,108 571 kr/m²,3 040 000 kr,28 m²,5 tr,2 rum,Östermalm,Valhallavägen 22A,Lägenhet
19 jan 2017,98 630 kr/m²,7 200 000 kr,73 m²,1 tr,3 rum,Vasastan,Heimdalsgatan 1,Lägenhet
19 jan 2017,98 925 kr/m²,4 600 000 kr,47 m²,1½ tr,1½ rum,Vasastan,Sveavägen 87,Lägenhet
19 jan 2017,102 407 kr/m²,5 530 000 kr,54 m²,5 tr,2 rum,Birkastan,Vikingagatan 20,Lägenhet
19 jan 2017,103 279 kr/m²,6 300 000 kr,61 m²,4 tr,3 rum,Vasastan,Bråvallagatan 5,Lägenhet
19 jan 2017,88 426 kr/m²,9 550 000 kr,108 m²,3 tr,3 rum,Vasastan,Upplandsgatan 78,Lägenhet
18 jan 2017,111 944 kr/m²,4 030 000 kr,36 m²,4 tr,1 rum,Vasastan,Luntmakargatan 59,Lägenhet
18 jan 2017,95 652 kr/m²,4 400 000 kr,46 m²,5 tr,2 rum,Vasastan,Karlbergsvägen 73,Lägenhet
18 jan 2017,97 059 kr/m²,6 600 000 kr,68 m²,2 tr,2 rum,Vasastan Såld,Dalagatan 68,Lägenhet
18 jan 2017,105 556 kr/m²,5 700 000 kr,54 m²,3 tr,2 rum,Vasastan,Odengatan 36B,Lägenhet
18 jan 2017,100 735 kr/m²,6 850 000 kr,68 m²,5 tr,3 rum,Vasastan,Frejgatan 57,Lägenhet
18 jan 2017,98 095 kr/m²,4 120 000 kr,42 m²,2 tr,1 rum,Östermalm,Valhallavägen 52,Lägenhet
18 jan 2017,86 447 kr/m²,6 570 000 kr,76 m²,2 tr,3 rum,Ögatan,Birkagatan 24A,Lägenhet
18 jan 2017,101 625 kr/m²,4 065 000 kr,40 m²,4 tr,1½ rum,Vasastan,Tomtebogatan 3A,Lägenhet
18 jan 2017,134 286 kr/m²,2 820 000 kr,21 m²,5 tr,1 rum,Vasastan,Rådmansgatan 46,Lägenhet
18 jan 2017,97 479 kr/m²,5 800 000 kr,60 m²,3 tr,2 rum,Vasastan,Vikingagatan 24,Lägenhet
18 jan 2017,101 087 kr/m²,9 300 000 kr,92 m²,3 tr,4 rum,Vasastan,Dalagatan 60,Lägenhet
17 jan 2017,93 429 kr/m²,3 270 000 kr,35 m²,2 tr,1 rum,Östermalm,Birger Jarlsgatan 115A,Lägenhet
17 jan 2017,90 110 kr/m²,8 200 000 kr,91 m²,5 tr,3 rum,Vasastan,Sankt Eriksgatan 100,Lägenhet
17 jan 2017,78 723 kr/m²,3 700 000 kr,47 m²,1 tr,2 rum,Vasastan,Vikingagatan 3,Lägenhet
17 jan 2017,82 979 kr/m²,3 900 000 kr,47 m²,1 tr,2 rum,Vasastan,Frejgatan 20,Lägenhet
17 jan 2017,78 165 kr/m²,6 175 000 kr,79 m²,2 tr,3 rum,Vasastan,Västmannagatan 30,Lägenhet
17 jan 2017,94 118 kr/m²,4 800 000 kr,51 m²,4 tr,2 rum,Vasastan,Tomtebogatan 23A,Lägenhet
17 jan 2017,87 121 kr/m²,5 750 000 kr,66 m²,3 tr,3½ rum,Vasastan,Surbrunnsgatan 46,Lägenhet
17 jan 2017,90 278 kr/m²,13 000 000 kr,144 m²,4 tr,4½ rum,Vasastan,Upplandsgatan 51,Lägenhet
17 jan 2017,102 895 kr/m²,3 910 000 kr,38 m²,4 tr,1 rum,Vasastan,Sankt Eriksgatan 74,Lägenhet
17 jan 2017,110 638 kr/m²,5 200 000 kr,47 m²,2 tr,2 rum,Vasastan,Teknologgatan 9D,Lägenhet
17 jan 2017,98 246 kr/m²,5 600 000 kr,57 m²,4 tr,2 rum,Vasastan,Rörstrandsgatan 42,Lägenhet
16 jan 2017,76 389 kr/m²,5 500 000 kr,72 m²,1 tr,3 rum,Vasastan,Sveavägen 133,Lägenhet
16 jan 2017,107 256 kr/m²,3 400 000 kr,32 m²,2 tr,1½ rum,Vasastan,Döbelnsgatan 56,Lägenhet
15 jan 2017,74 125 kr/m²,5 930 000 kr,80 m²,4 tr,3 rum,Vasastan,Sveavägen 136,Lägenhet
14 jan 2017,75 385 kr/m²,4 900 000 kr,65 m²,1 tr,2 rum,Vasastan,Atlasgatan 4,Lägenhet
13 jan 2017,97 879 kr/m²,6 460 000 kr,66 m²,1 tr,2 rum,Vasastan,Karlbergsvägen 37A,Lägenhet
13 jan 2017,95 763 kr/m²,5 650 000 kr,59 m²,3 tr,2 rum,Vasastan,Robert Almströmsgatan 4,Lägenhet
12 jan 2017,102 041 kr/m²,5 000 000 kr,49 m²,3 tr,1½ rum,Vasastan,Roslagsgatan 39A,Lägenhet
12 jan 2017,97 273 kr/m²,5 350 000 kr,55 m²,4 tr,2 rum,Vasastan,Hagagatan 50,Lägenhet
12 jan 2017,105 882 kr/m²,3 600 000 kr,34 m²,2 tr,1 rum,Vasastan,Dalagatan 38A,Lägenhet
12 jan 2017,104 167 kr/m²,6 250 000 kr,60 m²,4 tr,2 rum,Vasastan,Kungstensgatan 60,Lägenhet
12 jan 2017,142 105 kr/m²,2 700 000 kr,19 m²,1 tr,1 rum,Östermalm,Birger Jarlsgatan 104A,Lägenhet
11 jan 2017,96 571 kr/m²,3 380 000 kr,35 m²,1 tr,1 rum,Vasastan,Sankt Eriksgatan 85C,Lägenhet
11 jan 2017,130 476 kr/m²,2 740 000 kr,21 m²,3 tr,1 rum,Vasastan,Rådmansgatan 46,Lägenhet
11 jan 2017,118 529 kr/m²,4 030 000 kr,34 m²,4 tr,1 rum,Vasastan,Rörstrandsgatan 12,Lägenhet
11 jan 2017,82 192 kr/m²,6 000 000 kr,73 m²,1 tr,2½ rum,Vasastan,Vanadisvägen 26A,Lägenhet
11 jan 2017,111 915 kr/m²,5 260 000 kr,47 m²,3 tr,2 rum,Birkastan Vasastan,Birkagatan 4,Lägenhet
11 jan 2017,105 474 kr/m²,5 010 000 kr,48 m²,2½ tr,2 rum,Vasastan,Vikingagatan 24,Lägenhet
11 jan 2017,87 500 kr/m²,3 850 000 kr,44 m²,1 tr,1½ rum,Vasastan,Drejargatan 7,Lägenhet
10 jan 2017,91 707 kr/m²,3 760 000 kr,41 m²,5 tr,1 rum,Vasastan Birkastan,Sankt Eriksgatan 90,Lägenhet
10 jan 2017,104 839 kr/m²,6 500 000 kr,62 m²,5 tr,2 rum,Birkastan,Tomtebogatan 51,Lägenhet
10 jan 2017,123 864 kr/m²,5 450 000 kr,44 m²,6 tr,1 rum,Vasastan,Torsgatan 49,Lägenhet
10 jan 2017,98 837 kr/m²,8 500 000 kr,86 m²,2 tr,3 rum,Birkastan Vasastan,Rörstrandsgatan 60,Lägenhet
9 jan 2017,137 500 kr/m²,2 750 000 kr,20 m²,5 tr,1 rum,Birkastan,Karlbergsvägen 57,Lägenhet
9 jan 2017,98 851 kr/m²,4 300 000 kr,44 m²,2 tr,2 rum,Vasastan,Norrtullsgatan 9,Lägenhet
6 jan 2017,91 935 kr/m²,8 550 000 kr,93 m²,2 tr,3 rum,Vasastan,Tulegatan 35A,Lägenhet
5 jan 2017,109 615 kr/m²,2 850 000 kr,26 m²,3 tr,1 rum,Vasastan,Drejargatan 4,Lägenhet
1 jan 2017,87 500 kr/m²,4 900 000 kr,56 m²,1 tr,2 rum,Vasastan,Sankt Eriksgatan 71,Lägenhet
24 dec 2016,75 758 kr/m²,12 500 000 kr,165 m²,1 tr,6 rum,Vasastan,Västmannagatan 69,Lägenhet
21 dec 2016,121 622 kr/m²,2 250 000 kr,19 m²,1 tr,1 rum,Östermalm,Birger Jarlsgatan 104L,Lägenhet
20 dec 2016,133 333 kr/m²,3 200 000 kr,24 m²,2 tr,1 rum,Östermalm,Birger Jarlsgatan 104F,Lägenhet
19 dec 2016,106 667 kr/m²,3 520 000 kr,33 m²,1 tr,1½ rum,Vasastan,Sveavägen 134,Lägenhet
16 dec 2016,99 167 kr/m²,5 950 000 kr,60 m²,2 tr,2 rum,Vasastan,Dalagatan 74B,Lägenhet
16 dec 2016,101 736 kr/m²,7 325 000 kr,72 m²,2 tr,3 rum,Vasastan,Frejgatan 36,Lägenhet
15 dec 2016,96 644 kr/m²,14 400 000 kr,149 m²,5 tr,6 rum,Vasastan,Sankt Eriksgatan 86,Lägenhet
15 dec 2016,135 000 kr/m²,2 700 000 kr,20 m²,4 tr,1 rum,Vasastan,Kungstensgatan 67,Lägenhet
14 dec 2016,88 052 kr/m²,6 780 000 kr,77 m²,1 tr,3 rum,Vasastan,Surbrunnsgatan 33,Lägenhet
14 dec 2016,99 079 kr/m²,3 765 000 kr,38 m²,1½ tr,1 rum,Vasastan,Norrbackagatan 27A,Lägenhet
14 dec 2016,105 672 kr/m²,7 080 000 kr,67 m²,4 tr,3 rum,Vasastan,Birger Jarlsgatan 93B,Lägenhet
13 dec 2016,170 625 kr/m²,2 730 000 kr,16 m²,4 tr,1 rum,Vasastan,Västmannagatan 67,Lägenhet
12 dec 2016,111 607 kr/m²,6 250 000 kr,56 m²,4 tr,2 rum,Vasastan,Sankt Eriksgatan 71,Lägenhet
12 dec 2016,95 098 kr/m²,4 850 000 kr,51 m²,2 tr,2 rum,Vasastan,Karlbergsvägen 9A,Lägenhet
12 dec 2016,106 250 kr/m²,9 350 000 kr,88 m²,3 tr,3 rum,Vasastan,Gästrikegatan 16,Lägenhet
12 dec 2016,100 735 kr/m²,6 850 000 kr,68 m²,2 tr,2 rum,Vasastan,Västmannagatan 29,Lägenhet
11 dec 2016,79 321 kr/m²,6 425 000 kr,81 m²,2 tr,3 rum,Vasastan,Rödabergsgatan 12,Lägenhet
11 dec 2016,75 000 kr/m²,6 600 000 kr,88 m²,4 tr,3 rum,Vasastan,Torbjörn Klockares gata 5,Lägenhet
11 dec 2016,83 333 kr/m²,5 500 000 kr,66 m²,2 tr,2 rum,Vasastan,Frejgatan 33,Lägenhet
10 dec 2016,82 407 kr/m²,4 450 000 kr,54 m²,3 tr,2 rum,Vasastan,Sveavägen 115,Lägenhet
10 dec 2016,104 762 kr/m²,8 800 000 kr,84 m²,4 tr,3 rum,Vasastan,Karlbergsvägen 33B,Lägenhet
9 dec 2016,114 925 kr/m²,7 700 000 kr,67 m²,5 tr,3 rum,Vasastan,Tulegatan 26,Lägenhet
9 dec 2016,81 609 kr/m²,7 100 000 kr,87 m²,2 tr,4 rum,Vasastan,Hagagatan 17J,Lägenhet
9 dec 2016,89 286 kr/m²,5 000 000 kr,56 m²,5 tr,2 rum,Vasastan,Dannemoragatan 18,Lägenhet
9 dec 2016,89 189 kr/m²,9 900 000 kr,111 m²,5 tr,4 rum,Vasastan,Karlbergsvägen 46B,Lägenhet
9 dec 2016,88 406 kr/m²,6 100 000 kr,69 m²,5 tr,2 rum,Vasastan,Västeråsgatan 3B,Lägenhet
8 dec 2016,93 333 kr/m²,3 920 000 kr,42 m²,1 tr,2 rum,Vasastan,Dannemoragatan 16A,Lägenhet
8 dec 2016,102 703 kr/m²,11 400 000 kr,111 m²,3 tr,4 rum,Vasastan,Kungstensgatan 61,Lägenhet
8 dec 2016,87 234 kr/m²,4 100 000 kr,47 m²,2 tr,2 rum,Östermalm,Birger Jarlsgatan 104A,Lägenhet
8 dec 2016,98 969 kr/m²,9 600 000 kr,97 m²,4 tr,3 rum,Vasastan,Sigtunagatan 13,Lägenhet
8 dec 2016,97 973 kr/m²,3 625 000 kr,37 m²,1 tr,2 rum,Birkastan,Rörstrandsgatan 40,Lägenhet
8 dec 2016,81 538 kr/m²,5 300 000 kr,65 m²,1 tr,2 rum,Vasastan,Döbelnsgatan 47,Lägenhet
8 dec 2016,80 702 kr/m²,4 600 000 kr,57 m²,1 tr,2 rum,Vasastan,Dannemoragatan 16A,Lägenhet
8 dec 2016,88 478 kr/m²,4 070 000 kr,46 m²,2 tr,2 rum,Vasastan,Torsgatan 78,Lägenhet
7 dec 2016,125 000 kr/m²,2 750 000 kr,22 m²,4 tr,1 rum,Vasastan,Tulegatan 22,Lägenhet
7 dec 2016,81 618 kr/m²,11 100 000 kr,136 m²,3 tr,4 rum,Vasastan,Frejgatan 46A,Lägenhet
7 dec 2016,99 067 kr/m²,5 310 000 kr,54 m²,3 tr,2 rum,Vasastan Sibirien,Döbelnsgatan 79,Lägenhet
7 dec 2016,94 257 kr/m²,6 975 000 kr,74 m²,4 tr,3 rum,Vasastan,Sankt Eriksgatan 109,Lägenhet
7 dec 2016,100 000 kr/m²,3 600 000 kr,36 m²,2 tr,2 rum,Vasastan,Torbjörn Klockares gata 23,Lägenhet
7 dec 2016,84 848 kr/m²,5 600 000 kr,66 m²,3 tr,3 rum,Vasastan,Idungatan 3,Lägenhet
6 dec 2016,86 429 kr/m²,3 630 000 kr,42 m²,1 tr,2 rum,Vasastan,Bråvallagatan 5,Lägenhet
6 dec 2016,112 698 kr/m²,7 100 000 kr,63 m²,4 tr,3 rum,Vasastan,Hälsingegatan 18A,Lägenhet
6 dec 2016,71 687 kr/m²,5 950 000 kr,83 m²,2 tr,3 rum,Vasastan,Upplandsgatan 30,Lägenhet
6 dec 2016,90 392 kr/m²,4 610 000 kr,51 m²,2 tr,2 rum,Vasastan,Dalagatan 86A,Lägenhet
6 dec 2016,117 083 kr/m²,2 810 000 kr,24 m²,3 tr,1 rum,Vasastan,Roslagsgatan 54,Lägenhet
6 dec 2016,90 851 kr/m²,4 270 000 kr,47 m²,4 tr,2 rum,Atlas,Völundsgatan 3,Lägenhet
6 dec 2016,88 500 kr/m²,4 425 000 kr,50 m²,1 tr,2 rum,Vasastan,Karlbergsvägen 37A,Lägenhet
5 dec 2016,119 231 kr/m²,3 100 000 kr,26 m²,1 tr,1 rum,Birkastan,Bråvallagatan 8,Lägenhet
5 dec 2016,89 706 kr/m²,9 150 000 kr,102 m²,2 tr,3 rum,Vasastan,Karlbergsvägen 78,Lägenhet
3 dec 2016,100 000 kr/m²,4 000 000 kr,40 m²,1 tr,2 rum,Vasastan,Hagagatan 22,Lägenhet
3 dec 2016,107 143 kr/m²,7 500 000 kr,70 m²,5 tr,3 rum,Vasastan Odenplan,Frejgatan 101,Lägenhet
2 dec 2016,83 333 kr/m²,7 000 000 kr,84 m²,2 tr,3 rum,Vasastan Odenplan,Upplandsgatan 53,Lägenhet
2 dec 2016,86 698 kr/m²,3 650 000 kr,42 m²,1 tr,1½ rum,Vasastan,Bråvallagatan 7,Lägenhet
2 dec 2016,82 647 kr/m²,5 620 000 kr,68 m²,3 tr,3 rum,Östermalm,Valhallavägen 2,Lägenhet
1 dec 2016,82 849 kr/m²,7 125 000 kr,86 m²,2½ tr,3 rum,Vasastan,Torsgatan 72,Lägenhet
1 dec 2016,108 571 kr/m²,3 800 000 kr,35 m²,2 tr,2 rum,Vasastan,Döbelnsgatan 47-49,Lägenhet
1 dec 2016,98 000 kr/m²,4 900 000 kr,50 m²,4 tr,2 rum,Vasastan,Tegnérlunden 6,Lägenhet
30 nov 2016,100 781 kr/m²,6 450 000 kr,64 m²,2 tr,2 rum,Vasastan,Hälsingegatan 18,Lägenhet
30 nov 2016,103 846 kr/m²,4 050 000 kr,39 m²,3 tr,1 rum,Vasastan,Roslagsgatan 40B,Lägenhet
30 nov 2016,111 538 kr/m²,4 350 000 kr,39 m²,2 tr,1 rum,Vasastan,Frejgatan 42,Lägenhet
30 nov 2016,135 000 kr/m²,2 700 000 kr,20 m²,1 tr,1 rum,Vasastan,Birkagatan 34,Lägenhet
30 nov 2016,99 012 kr/m²,4 010 000 kr,41 m²,1 tr,1 rum,Vasastan,Frejgatan 53,Lägenhet
30 nov 2016,82 734 kr/m²,11 500 000 kr,139 m²,3 tr,4 rum,Vasastan,Vanadisvägen 23,Lägenhet
30 nov 2016,96 000 kr/m²,12 000 000 kr,125 m²,1½ tr,4 rum,Vasastan,Karlbergsvägen 55,Lägenhet
30 nov 2016,90 769 kr/m²,5 900 000 kr,65 m²,1 tr,2 rum,Vasastan,Rörstrandsgatan 36,Lägenhet
29 nov 2016,95 417 kr/m²,5 725 000 kr,60 m²,2 tr,2 rum,Vasastan,Karlbergsvägen 35B,Lägenhet
29 nov 2016,87 500 kr/m²,3 500 000 kr,40 m²,1 tr,1 rum,Vasastan,Sankt Eriksgatan 85D,Lägenhet
29 nov 2016,93 750 kr/m²,5 625 000 kr,60 m²,3 tr,2 rum,Vasastan,Frejgatan 22,Lägenhet
29 nov 2016,105 882 kr/m²,3 600 000 kr,34 m²,1 tr,1 rum,Vasastan,Markvardsgatan 4A,Lägenhet
29 nov 2016,118 929 kr/m²,4 995 000 kr,42 m²,4 tr,2 rum,Vasastan,Torbjörn Klockares gata 11,Lägenhet
29 nov 2016,116 154 kr/m²,3 020 000 kr,26 m²,3 tr,1 rum,Vasastan,Tomtebogatan 20,Lägenhet
28 nov 2016,100 000 kr/m²,4 700 000 kr,47 m²,3 tr,2 rum,Vasastan,Frejgatan 53,Lägenhet
27 nov 2016,82 209 kr/m²,13 400 000 kr,163 m²,5 tr,4 rum,Östermalm,Birger Jarlsgatan 112,Lägenhet
25 nov 2016,112 360 kr/m²,10 000 000 kr,89 m²,3 tr,3 rum,Vasastan,Teknologgatan 8C,Lägenhet
25 nov 2016,85 185 kr/m²,4 600 000 kr,54 m²,1 tr,2 rum,Vasastan,Karlbergsvägen 78A,Lägenhet
25 nov 2016,83 442 kr/m²,6 425 000 kr,77 m²,1 tr,3 rum,Odenplan,Norrtullsgatan 25,Lägenhet
25 nov 2016,92 339 kr/m²,5 725 000 kr,62 m²,4 tr,2½ rum,Vasastan,Drejargatan 8,Lägenhet
25 nov 2016,83 784 kr/m²,6 200 000 kr,74 m²,1 tr,2 rum,Vasastan,Karlbergsvägen 33,Lägenhet
25 nov 2016,66 860 kr/m²,5 750 000 kr,86 m²,4 tr,3 rum,Vasastan,Birger Jarlsgatan 117,Lägenhet
25 nov 2016,122 537 kr/m²,8 210 000 kr,67 m²,1 tr,3 rum,Lyceum,Teknologgatan 8C,Lägenhet
25 nov 2016,97 024 kr/m²,8 150 000 kr,84 m²,4 tr,3 rum,Norrmalm Vasastan,Upplandsgatan 19B,Lägenhet
25 nov 2016,92 143 kr/m²,3 225 000 kr,35 m²,3 tr,1 rum,Vasastan,Torsgatan 73,Lägenhet
25 nov 2016,100 000 kr/m²,10 800 000 kr,108 m²,2 tr,4½ rum,Birkastan,Tomtebogatan 29,Lägenhet
25 nov 2016,96 327 kr/m²,4 720 000 kr,49 m²,2 tr,2 rum,Östermalm,Valhallavägen 38,Lägenhet
25 nov 2016,84 848 kr/m²,5 600 000 kr,66 m²,6 tr,2 rum,Vasastan,Upplandsgatan 34,Lägenhet
25 nov 2016,86 207 kr/m²,5 000 000 kr,58 m²,2 tr,2 rum,Vasastan,Tulegatan 5B,Lägenhet
25 nov 2016,102 273 kr/m²,9 000 000 kr,88 m²,1 tr,3 rum,Vasastan,Hälsingegatan 11,Lägenhet
25 nov 2016,98 750 kr/m²,3 950 000 kr,40 m²,3 tr,1 rum,Vasastan,Västmannagatan 85C,Lägenhet
24 nov 2016,78 333 kr/m²,6 110 000 kr,78 m²,2 tr,3 rum,Vasastan,Hagagatan 17J,Lägenhet
24 nov 2016,94 845 kr/m²,4 600 000 kr,49 m²,1½ tr,2 rum,Vasastan,Roslagsgatan 55,Lägenhet
23 nov 2016,91 228 kr/m²,5 200 000 kr,57 m²,3 tr,2 rum,Vasastan,Roslagsgatan 58,Lägenhet
23 nov 2016,82 609 kr/m²,5 700 000 kr,69 m²,2 tr,3 rum,Vasastan,Västeråsgatan 9,Lägenhet
23 nov 2016,125 000 kr/m²,2 250 000 kr,18 m²,1 tr,1 rum,Vasastan,Dannemoragatan 10,Lägenhet
23 nov 2016,84 286 kr/m²,2 950 000 kr,35 m²,1 tr,1 rum,Vasastan Birkastan,Sankt Eriksgatan 85C,Lägenhet
23 nov 2016,115 833 kr/m²,3 475 000 kr,30 m²,2 tr,1 rum,Birkastan,Rörstrandsgatan 36A,Lägenhet
23 nov 2016,109 091 kr/m²,3 600 000 kr,33 m²,5 tr,1 rum,Vasastan,Rehnsgatan 17,Lägenhet
23 nov 2016,77 778 kr/m²,8 400 000 kr,108 m²,1 tr,4 rum,Vasastan,Valhallavägen 52,Lägenhet
23 nov 2016,103 333 kr/m²,3 410 000 kr,33 m²,1 tr,1 rum,Vasastan,Dalagatan 86G,Lägenhet
23 nov 2016,83 333 kr/m²,6 000 000 kr,72 m²,2 tr,4 rum,Östermalm,Birger Jarlsgatan 120A,Lägenhet
22 nov 2016,107 302 kr/m²,3 380 000 kr,32 m²,1 tr,1 rum,Vasastan,Sankt Eriksgatan 85D,Lägenhet
22 nov 2016,98 790 kr/m²,6 125 000 kr,62 m²,2 tr,2 rum,Vasastan,Karlbergsvägen 51A,Lägenhet
22 nov 2016,73 077 kr/m²,5 700 000 kr,78 m²,3 tr,3 rum,Vasastan,Hagagatan 17H,Lägenhet
22 nov 2016,110 159 kr/m²,3 470 000 kr,32 m²,2 tr,1 rum,Vasastan,Sankt Eriksgatan 85D,Lägenhet
22 nov 2016,88 372 kr/m²,3 800 000 kr,43 m²,4 tr,1 rum,Vasastan,Gävlegatan 5,Lägenhet
22 nov 2016,125 000 kr/m²,12 500 000 kr,100 m²,3 tr,4 rum,Vasastan,Vegagatan 9,Lägenhet
22 nov 2016,99 250 kr/m²,3 970 000 kr,40 m²,4 tr,1 rum,Vasastan,Karlbergsvägen 35C,Lägenhet
22 nov 2016,94 640 kr/m²,13 155 000 kr,139 m²,3 tr,5 rum,Birkastan,Rörstrandsgatan 10,Lägenhet
21 nov 2016,81 644 kr/m²,2 980 000 kr,37 m²,5 tr,1½ rum,Vasastan,Roslagsgatan 47,Lägenhet
21 nov 2016,89 453 kr/m²,5 725 000 kr,64 m²,5 tr,2 rum,Vasastan,Karlbergsvägen 43A,Lägenhet
20 nov 2016,92 982 kr/m²,5 300 000 kr,57 m²,3 tr,2 rum,Vasastan,Tomtebogatan 40,Lägenhet
20 nov 2016,100 000 kr/m²,3 600 000 kr,36 m²,1 tr,2 rum,Vasastan,Norrtullsgatan 63,Lägenhet
19 nov 2016,102 625 kr/m²,8 210 000 kr,80 m²,4 tr,3 rum,Vasastan,Roslagsgatan 23,Lägenhet
18 nov 2016,90 761 kr/m²,4 175 000 kr,46 m²,4 tr,2 rum,Vasastan,Luntmakargatan 63,Lägenhet
18 nov 2016,72 727 kr/m²,5 600 000 kr,77 m²,4 tr,3 rum,Vasastan,Norrbackagatan 31,Lägenhet
18 nov 2016,86 250 kr/m²,3 450 000 kr,40 m²,5 tr,1 rum,Vasastan,Ingemarsgatan 5,Lägenhet
17 nov 2016,94 681 kr/m²,4 450 000 kr,47 m²,1 tr,2 rum,Vasastan,Birkagatan 32,Lägenhet
17 nov 2016,145 385 kr/m²,9 450 000 kr,65 m²,7 tr,3 rum,Vasastan,Västmannagatan 52,Lägenhet
17 nov 2016,100 263 kr/m²,3 810 000 kr,38 m²,2 tr,2 rum,Vasastan,Roslagsgatan 29,Lägenhet
17 nov 2016,94 737 kr/m²,3 600 000 kr,38 m²,2 tr,1 rum,Vasastan,Völundsgatan 11,Lägenhet
17 nov 2016,90 878 kr/m²,6 725 000 kr,74 m²,3 tr,3 rum,Vasastan Birkastan,Kadettgatan 1,Lägenhet
17 nov 2016,102 037 kr/m²,5 510 000 kr,54 m²,4 tr,2 rum,Vasastan Odenplan,Hälsingegatan 6,Lägenhet
17 nov 2016,75 000 kr/m²,4 350 000 kr,58 m²,3 tr,2 rum,Östermalm,Birger Jarlsgatan 115B,Lägenhet
17 nov 2016,90 331 kr/m²,7 100 000 kr,79 m²,3 tr,3 rum,Vasastan,Observatoriegatan 21A,Lägenhet
17 nov 2016,105 078 kr/m²,13 450 000 kr,128 m²,3 tr,4 rum,Vasastan,Upplandsgatan 25,Lägenhet
17 nov 2016,84 884 kr/m²,7 300 000 kr,86 m²,1 tr,3 rum,Vasastan,Västmannagatan 30,Lägenhet
17 nov 2016,101 485 kr/m²,10 250 000 kr,101 m²,5 tr,4 rum,Vasastan,Upplandsgatan 17A,Lägenhet
17 nov 2016,97 097 kr/m²,3 010 000 kr,31 m²,1½ tr,1 rum,Vasastan,Atlasgatan 12,Lägenhet
17 nov 2016,87 719 kr/m²,5 000 000 kr,57 m²,1 tr,2 rum,Vasastan,Markvardsgatan 12,Lägenhet
17 nov 2016,92 857 kr/m²,3 900 000 kr,42 m²,3 tr,2 rum,Vasastan,Bråvallagatan 3,Lägenhet
17 nov 2016,95 556 kr/m²,4 300 000 kr,45 m²,6 tr,2 rum,Vasastan,Sankt Eriksgatan 65,Lägenhet
17 nov 2016,84 302 kr/m²,3 625 000 kr,43 m²,4 tr,2 rum,Östermalm,Birger Jarlsgatan 104E,Lägenhet
17 nov 2016,89 315 kr/m²,11 075 000 kr,124 m²,3 tr,4 rum,Vasastan,Odengatan 32,Lägenhet
17 nov 2016,91 606 kr/m²,12 550 000 kr,137 m²,5 tr,4 rum,Vasastan,Observatoriegatan 10,Lägenhet
